recommended_structure,roof_area,region,installation_cost,payback_period
Rainwater Barrel,22.14,Tamil Nadu,3214.11,6.45
Recharge Pit,29.08,Tamil Nadu,6362.18,8.1
Recharge Well,28.58,Punjab,16574.58,20.71
Recharge Pit,43.61,Rajasthan,8541.64,13.06
Rainwater Barrel,38.63,Rajasthan,4862.59,10.07
Recharge Well,30.32,Rajasthan,17095.05,28.19
Recharge Well,27.52,Karnataka,16256.95,14.77
Recharge Pit,38.76,Maharashtra,7814.39,5.6
Recharge Pit,36.56,Tamil Nadu,7483.47,7.58
Cistern,35.32,Rajasthan,13830.11,20.88
Rainwater Barrel,88.65,Tamil Nadu,9864.77,4.95
Cistern,43.64,Punjab,15909.93,13.89
Recharge Well,86.66,Delhi NCR,33998.63,12.26
Recharge Pit,31.98,Maharashtra,6797.65,5.9
Recharge Well,32.32,Karnataka,17697.04,13.69
Recharge Well,25.72,Gujarat,15716.16,25.46
Infiltration Trench,38.51,Punjab,11702.28,12.4
Infiltration Trench,28.14,Maharashtra,9627.87,8.15
Recharge Well,26.2,Tamil Nadu,15861.27,16.81
Recharge Pit,12.81,Punjab,3920.78,14.58
Recharge Well,68.92,Gujarat,28675.51,17.34
Infiltration Trench,27.34,Maharashtra,9468.09,8.25
Recharge Pit,69.23,Karnataka,12385.03,5.96
Recharge Well,31.56,West Bengal,17467.86,9.22
Rainwater Barrel,45.71,Delhi NCR,5570.89,6.09
Rainwater Barrel,34.37,Gujarat,4436.88,8.61
Recharge Well,40.75,Maharashtra,20223.71,10.34
Recharge Pit,19.99,Karnataka,4999.25,8.33
Recharge Well,59.81,Tamil Nadu,25943.04,12.05
Recharge Well,27.57,Gujarat,16269.77,24.59
Infiltration Trench,52.61,West Bengal,14521.29,5.26
Rainwater Barrel,15.95,Punjab,2595.33,9.3
Infiltration Trench,22.71,Rajasthan,8541.73,21.49
Infiltration Trench,39.88,Punjab,11976.13,12.26
Recharge Well,30.51,Tamil Nadu,17154.18,15.62
Infiltration Trench,41.61,Maharashtra,12322.76,7.05
Rainwater Barrel,36.74,West Bengal,4673.73,3.39
Infiltration Trench,82.6,Delhi NCR,20519.37,8.87
Rainwater Barrel,43.39,Gujarat,5338.75,8.2
Infiltration Trench,26.67,Maharashtra,9334.64,8.33
Rainwater Barrel,27.2,Delhi NCR,3720.45,6.84
Infiltration Trench,60.46,Tamil Nadu,16092.99,8.45
Infiltration Trench,15.42,Gujarat,7084.51,21.87
Recharge Pit,43.8,Karnataka,8569.76,6.52
Rainwater Barrel,18.96,Karnataka,2895.58,6.11
Rainwater Barrel,57.66,Maharashtra,6766.29,3.91
Rainwater Barrel,26.68,Punjab,3667.92,7.86
Cistern,43.08,Maharashtra,15770.64,8.13
Infiltration Trench,33.74,Punjab,10747.41,13.0
Rainwater Barrel,16.55,West Bengal,2655.44,4.28
Cistern,45.61,Tamil Nadu,16402.88,10.66
Recharge Pit,23.09,Karnataka,5464.08,7.89
Rainwater Barrel,49.45,West Bengal,5944.82,3.21
Rainwater Barrel,20.07,Gujarat,3006.55,9.99
Cistern,37.38,Karnataka,14344.04,10.23
Infiltration Trench,33.77,Punjab,10753.73,13.0
Recharge Pit,24.5,Maharashtra,5675.13,6.43
Rainwater Barrel,66.01,Tamil Nadu,7601.45,5.12
Infiltration Trench,33.68,Karnataka,10735.1,9.11
Recharge Pit,26.82,West Bengal,6023.1,4.99
Recharge Well,38.45,Tamil Nadu,19535.22,14.11
Recharge Well,15.99,West Bengal,12797.94,13.34
Recharge Pit,112.83,Karnataka,18923.94,5.59
Cistern,19.24,Maharashtra,9810.77,11.33
Recharge Pit,43.64,Delhi NCR,8545.49,8.16
Recharge Pit,34.14,Maharashtra,7121.46,5.79
Cistern,59.75,Karnataka,19938.17,8.9
Cistern,36.2,Punjab,14049.11,14.79
Infiltration Trench,24.07,Maharashtra,8813.46,8.72
Infiltration Trench,13.08,Gujarat,6615.81,24.09
Cistern,13.6,Punjab,8399.59,23.53
Recharge Well,29.4,Punjab,16819.96,20.43
Recharge Well,65.7,Punjab,27711.43,15.06
Recharge Pit,14.35,Tamil Nadu,4152.88,10.72
Rainwater Barrel,83.49,Rajasthan,9348.65,8.96
Recharge Pit,57.02,Rajasthan,10553.57,12.34
Recharge Pit,16.87,Delhi NCR,4530.76,11.19
Rainwater Barrel,19.25,West Bengal,2924.81,4.05
Cistern,20.24,West Bengal,10060.63,8.84
Recharge Well,38.46,Punjab,19538.29,18.14
Recharge Pit,32.2,Rajasthan,6829.64,14.14
Rainwater Barrel,31.6,Delhi NCR,4160.09,6.58
Infiltration Trench,25.73,Tamil Nadu,9146.14,11.28
Recharge Pit,36.2,Punjab,7430.19,9.77
Recharge Well,50.33,Gujarat,23098.47,19.12
Cistern,31.06,Tamil Nadu,12764.85,12.18
Recharge Pit,23.78,Delhi NCR,5566.35,9.75
Recharge Pit,54.38,Tamil Nadu,10157.47,6.92
Rainwater Barrel,29.65,Gujarat,3964.6,8.92
Infiltration Trench,43.64,West Bengal,12728.09,5.56
Infiltration Trench,31.5,Tamil Nadu,10300.4,10.38
Cistern,56.97,Delhi NCR,19242.44,11.26
Recharge Well,61.35,West Bengal,26405.48,7.17
Cistern,60.29,West Bengal,20072.26,5.92
Recharge Pit,25.13,West Bengal,5769.5,5.1
Recharge Pit,25.0,Gujarat,5750.25,12.78
Infiltration Trench,51.26,Gujarat,14251.58,13.24
Recharge Well,32.06,West Bengal,17618.98,9.16
Rainwater Barrel,32.55,Tamil Nadu,4255.39,5.81
Recharge Well,23.4,Gujarat,15018.65,26.75
Recharge Pit,67.0,Maharashtra,12050.21,5.0
Rainwater Barrel,55.71,Tamil Nadu,6571.48,5.24
Recharge Well,31.2,Punjab,17360.85,19.87
Recharge Well,23.98,Gujarat,15194.6,26.4
Rainwater Barrel,23.46,Tamil Nadu,3345.7,6.34
Recharge Pit,35.4,Punjab,7309.51,9.83
Recharge Well,40.18,Gujarat,20054.19,20.8
Rainwater Barrel,21.52,Punjab,3151.58,8.37
Recharge Pit,17.77,Karnataka,4665.64,8.75
Rainwater Barrel,34.46,Gujarat,4446.1,8.6
Rainwater Barrel,51.03,Karnataka,6102.58,4.78
Recharge Well,34.36,Delhi NCR,18308.24,16.65
Recharge Pit,29.23,Delhi NCR,6385.03,9.1
Recharge Well,18.82,Tamil Nadu,13646.45,20.14
Cistern,24.12,Rajasthan,11029.79,24.39
Cistern,51.38,Karnataka,17844.45,9.26
Recharge Pit,17.7,Karnataka,4654.55,8.77
Rainwater Barrel,80.35,Delhi NCR,9034.75,5.62
Recharge Well,34.55,Karnataka,18366.33,13.29
Recharge Well,14.98,Rajasthan,12494.52,41.7
Recharge Pit,42.59,West Bengal,8388.5,4.38
Recharge Pit,41.48,Punjab,8221.37,9.44
Cistern,26.61,Punjab,11651.86,16.68
Infiltration Trench,52.97,Rajasthan,14593.22,15.74
Recharge Pit,24.29,Karnataka,5643.53,7.74
Infiltration Trench,45.42,Karnataka,13084.37,8.23
Recharge Pit,32.54,Karnataka,6881.68,7.05
Rainwater Barrel,28.74,Maharashtra,3873.76,4.49
Rainwater Barrel,64.81,Tamil Nadu,7481.24,5.13
Cistern,54.15,Gujarat,18537.7,15.21
Cistern,19.03,Rajasthan,9758.7,27.34
Infiltration Trench,40.05,Rajasthan,12010.18,17.14
Recharge Pit,85.35,Maharashtra,14802.06,4.82
Recharge Well,65.66,Rajasthan,27697.06,21.09
Cistern,21.02,West Bengal,10254.16,8.67
Recharge Well,73.55,West Bengal,30065.54,6.81
Recharge Well,52.72,Rajasthan,23816.37,22.59
Recharge Pit,19.6,Maharashtra,4940.54,7.0
Infiltration Trench,36.74,Rajasthan,11347.79,17.65
Recharge Pit,42.05,Karnataka,8307.32,6.59
Cistern,19.33,Maharashtra,9831.9,11.3
Recharge Well,47.14,Tamil Nadu,22140.94,13.05
Recharge Pit,111.6,Delhi NCR,18739.28,7.0
Recharge Pit,65.54,Karnataka,11830.53,6.02
Recharge Pit,35.91,West Bengal,7386.38,4.57
Cistern,28.77,Karnataka,12192.37,11.3
Infiltration Trench,39.02,Gujarat,11804.94,14.4
Recharge Pit,20.34,Maharashtra,5050.4,6.9
Cistern,26.08,West Bengal,11520.38,7.85
Recharge Well,12.42,Delhi NCR,11725.28,29.51
Rainwater Barrel,41.15,Rajasthan,5115.23,9.94
Cistern,27.97,Delhi NCR,11993.32,14.29
Rainwater Barrel,45.11,Tamil Nadu,5510.65,5.43
Recharge Pit,35.16,Punjab,7273.87,9.85
Recharge Pit,19.98,Karnataka,4996.6,8.34
Cistern,36.61,Maharashtra,14151.8,8.59
Rainwater Barrel,23.18,Maharashtra,3317.94,4.77
Recharge Pit,75.77,Delhi NCR,13365.66,7.35
Recharge Well,21.72,Gujarat,14516.15,27.85
Infiltration Trench,26.18,West Bengal,9235.83,6.72
Infiltration Trench,19.95,Tamil Nadu,7989.89,12.71
Recharge Pit,19.1,Punjab,4865.57,12.13
Rainwater Barrel,33.62,Tamil Nadu,4361.7,5.77
Recharge Pit,17.77,Maharashtra,4664.82,7.29
Rainwater Barrel,30.15,Rajasthan,4014.6,10.65
Recharge Well,41.06,Punjab,20317.71,17.67
Rainwater Barrel,26.79,West Bengal,3679.4,3.66
Recharge Pit,11.01,West Bengal,3651.06,7.37
Recharge Well,64.52,Maharashtra,27356.11,8.83
Cistern,37.84,Gujarat,14459.29,16.98
Infiltration Trench,38.06,Punjab,11612.94,12.45
Recharge Pit,29.49,Maharashtra,6423.13,6.05
Recharge Pit,49.67,Gujarat,9450.84,10.57
Recharge Pit,52.93,Rajasthan,9939.72,12.52
Recharge Well,55.64,Gujarat,24693.39,18.49
Cistern,37.88,Tamil Nadu,14469.42,11.32
Rainwater Barrel,16.64,Delhi NCR,2664.34,8.0
Cistern,40.55,Tamil Nadu,15138.01,11.06
Recharge Well,37.85,West Bengal,19355.97,8.52
Recharge Pit,25.17,Maharashtra,5775.58,6.37
Infiltration Trench,22.18,Maharashtra,8435.47,9.06
Recharge Pit,43.45,Karnataka,8516.9,6.53
Rainwater Barrel,31.88,Tamil Nadu,4188.33,5.84
Infiltration Trench,27.25,Punjab,9449.38,14.16
Recharge Pit,76.42,West Bengal,13462.53,3.91
Infiltration Trench,46.33,Rajasthan,13265.83,16.36
Cistern,41.15,West Bengal,15287.96,6.6
Recharge Well,60.9,Karnataka,26269.69,10.78
Recharge Pit,39.06,Karnataka,7859.53,6.71
Rainwater Barrel,23.29,Karnataka,3328.82,5.72
Cistern,27.25,Maharashtra,11813.52,9.63
Recharge Pit,47.75,Delhi NCR,9162.44,8.0
Cistern,45.26,Gujarat,16314.95,16.02
Rainwater Barrel,41.39,Punjab,5139.49,7.09
Recharge Pit,18.75,West Bengal,4812.37,5.7
Rainwater Barrel,49.73,Maharashtra,5973.35,4.0
Infiltration Trench,32.06,West Bengal,10411.26,6.19
Rainwater Barrel,44.7,Rajasthan,5469.99,9.79
Infiltration Trench,21.87,Maharashtra,8373.13,9.12
Recharge Pit,88.5,Delhi NCR,15275.19,7.19
Infiltration Trench,37.48,West Bengal,11495.55,5.84
Recharge Pit,26.88,Maharashtra,6031.37,6.23
Recharge Pit,45.75,Maharashtra,8861.82,5.38
Recharge Well,50.86,Tamil Nadu,23257.27,12.7
Recharge Pit,45.47,Rajasthan,8820.4,12.93
Infiltration Trench,20.14,Karnataka,8027.56,11.39
Recharge Well,58.64,Rajasthan,25590.53,21.82
Recharge Well,27.87,Rajasthan,16361.16,29.35
Recharge Pit,32.85,Tamil Nadu,6927.51,7.81
Rainwater Barrel,10.98,Gujarat,2097.5,12.74
Rainwater Barrel,26.26,Maharashtra,3625.81,4.6
Recharge Well,26.18,Punjab,15852.67,21.63
Recharge Pit,41.48,Karnataka,8222.58,6.61
Rainwater Barrel,25.47,West Bengal,3547.0,3.71
Recharge Pit,14.72,Gujarat,4207.98,15.88
Recharge Pit,37.41,Delhi NCR,7611.41,8.48
Recharge Well,29.22,Maharashtra,16765.4,11.95
Recharge Well,23.01,Karnataka,14901.59,16.19
Cistern,34.6,Punjab,13649.22,15.03
Rainwater Barrel,13.6,Maharashtra,2360.08,5.78
Rainwater Barrel,45.16,Delhi NCR,5516.08,6.11
Rainwater Barrel,30.22,Tamil Nadu,4022.29,5.92
Infiltration Trench,28.97,Gujarat,9794.51,16.1
Recharge Pit,53.32,Maharashtra,9998.71,5.21
Recharge Well,25.33,Karnataka,15599.76,15.39
Rainwater Barrel,37.69,Rajasthan,4768.75,10.12
Cistern,31.04,West Bengal,12759.73,7.31
Rainwater Barrel,165.33,West Bengal,17533.5,2.83
Recharge Pit,42.28,West Bengal,8341.27,4.38
Recharge Pit,18.71,Punjab,4807.1,12.23
Recharge Well,79.53,Maharashtra,31858.31,8.35
Infiltration Trench,55.78,West Bengal,15156.91,5.18
Recharge Well,33.87,Karnataka,18160.5,13.41
Rainwater Barrel,26.61,Rajasthan,3661.13,11.01
Cistern,17.06,Karnataka,9265.32,14.48
Recharge Well,41.07,Maharashtra,20320.89,10.31
Infiltration Trench,23.63,Delhi NCR,8725.55,13.19
Recharge Well,21.33,Rajasthan,14398.37,33.75
Recharge Pit,48.8,Rajasthan,9319.81,12.73
Rainwater Barrel,71.7,Karnataka,8169.72,4.56
Rainwater Barrel,26.1,Tamil Nadu,3609.81,6.15
Rainwater Barrel,49.55,Maharashtra,5954.82,4.01
Rainwater Barrel,36.82,West Bengal,4682.25,3.39
Rainwater Barrel,39.62,Tamil Nadu,4962.32,5.57
Rainwater Barrel,21.99,Gujarat,3199.22,9.7
Cistern,29.78,West Bengal,12444.91,7.43
Infiltration Trench,19.14,Delhi NCR,7827.62,14.61
Rainwater Barrel,17.97,Tamil Nadu,2797.0,6.92
Infiltration Trench,42.91,Karnataka,12582.28,8.38
Rainwater Barrel,25.48,Maharashtra,3547.9,4.64
Recharge Well,20.96,Tamil Nadu,14287.01,18.94
Rainwater Barrel,18.09,Gujarat,2808.79,10.35
Recharge Pit,15.54,Punjab,4330.33,13.27
Cistern,12.45,Gujarat,8112.74,28.96
Recharge Well,35.0,Rajasthan,18501.31,26.43
Recharge Well,10.0,West Bengal,11000.0,18.33
Recharge Pit,41.92,Maharashtra,8287.35,5.49
Rainwater Barrel,41.77,Rajasthan,5176.83,9.92
Cistern,31.51,Tamil Nadu,12878.55,12.11
Recharge Well,34.37,Tamil Nadu,18309.79,14.8
Cistern,28.71,Gujarat,12178.03,18.85
Recharge Well,37.06,Gujarat,19118.64,21.49
Rainwater Barrel,36.85,Karnataka,4684.73,5.09
Recharge Well,63.48,Delhi NCR,27044.59,13.31
Recharge Well,71.27,Karnataka,29379.7,10.31
Infiltration Trench,70.18,Rajasthan,18036.47,14.69
Rainwater Barrel,22.22,Karnataka,3222.31,5.8
Recharge Pit,48.37,Gujarat,9255.38,10.63
Recharge Pit,42.65,Maharashtra,8397.53,5.47
Rainwater Barrel,23.94,Karnataka,3393.93,5.67
Recharge Pit,21.26,Punjab,5188.99,11.62
Rainwater Barrel,27.43,West Bengal,3743.03,3.64
Recharge Pit,19.48,Delhi NCR,4922.5,10.53
Infiltration Trench,16.53,Gujarat,7306.6,21.04
Recharge Pit,42.47,Maharashtra,8369.82,5.47
Recharge Well,33.66,Tamil Nadu,18098.57,14.93
Rainwater Barrel,33.58,West Bengal,4357.54,3.46
Cistern,52.63,Karnataka,18158.32,9.2
Cistern,30.03,Gujarat,12506.49,18.51
Rainwater Barrel,50.16,Tamil Nadu,6015.83,5.33
Infiltration Trench,22.89,Tamil Nadu,8577.14,11.9
Recharge Pit,22.81,Rajasthan,5422.16,15.84
Infiltration Trench,33.35,Rajasthan,10669.58,18.28
Cistern,95.65,Maharashtra,28911.6,6.72
Rainwater Barrel,62.97,Gujarat,7297.27,7.73
Rainwater Barrel,57.34,West Bengal,6734.08,3.13
Infiltration Trench,16.68,Maharashtra,7335.4,10.47
Infiltration Trench,35.61,Gujarat,11121.47,14.87
Recharge Pit,49.93,Punjab,9488.99,9.05
Recharge Well,93.94,Delhi NCR,36182.21,12.04
Recharge Well,14.27,Delhi NCR,12280.9,26.89
Recharge Pit,47.73,West Bengal,9158.92,4.26
Recharge Well,56.38,Gujarat,24915.22,18.41
Cistern,41.51,Rajasthan,15376.84,19.76
Recharge Well,16.86,West Bengal,13057.48,12.91
Recharge Pit,37.59,Karnataka,7637.89,6.77
Recharge Well,41.03,Maharashtra,20310.33,10.31
Rainwater Barrel,36.19,Punjab,4619.4,7.29
Infiltration Trench,23.51,Delhi NCR,8702.43,13.22
Cistern,22.1,Gujarat,10525.0,21.17
Rainwater Barrel,41.6,Rajasthan,5159.93,9.92
Rainwater Barrel,23.61,Rajasthan,3361.35,11.39
Recharge Pit,23.88,Rajasthan,5582.66,15.58
Infiltration Trench,30.88,Maharashtra,10176.43,7.85
Infiltration Trench,35.87,Karnataka,11173.88,8.9
Cistern,55.67,Tamil Nadu,18916.47,10.07
Recharge Pit,18.21,West Bengal,4731.5,5.77
Cistern,17.33,Maharashtra,9333.05,11.97
Recharge Well,27.36,Karnataka,16206.94,14.81
Rainwater Barrel,13.46,Rajasthan,2346.25,13.94
Cistern,44.4,Gujarat,16100.45,16.12
Rainwater Barrel,12.22,West Bengal,2222.17,4.85
Recharge Pit,47.17,Punjab,9075.0,9.16
Recharge Well,57.66,Karnataka,25296.96,10.97
Recharge Pit,37.71,Gujarat,7656.1,11.28
Recharge Well,13.08,Maharashtra,11925.01,18.99
Recharge Well,34.92,Maharashtra,18476.03,11.02
Rainwater Barrel,22.23,West Bengal,3223.42,3.87
Recharge Pit,18.16,Rajasthan,4723.39,17.34
Recharge Pit,44.24,Punjab,8636.58,9.3
Cistern,48.59,Delhi NCR,17147.65,11.76
Recharge Pit,62.98,Delhi NCR,11447.27,7.57
Cistern,28.72,Maharashtra,12180.08,9.42
Infiltration Trench,36.09,Gujarat,11217.67,14.8
Infiltration Trench,76.15,Punjab,19229.61,10.31
Infiltration Trench,94.41,Gujarat,22881.95,11.54
Recharge Pit,56.84,Punjab,10525.53,8.82
Recharge Pit,27.8,Punjab,6169.94,10.57
Cistern,33.24,Maharashtra,13308.95,8.9
Recharge Well,30.29,Gujarat,17087.77,23.5
Cistern,47.13,Maharashtra,16781.39,7.91
Infiltration Trench,21.98,West Bengal,8396.17,7.28
Cistern,38.89,Punjab,14721.81,14.42
Recharge Well,38.99,Karnataka,19695.64,12.63
Recharge Pit,40.12,Rajasthan,8018.0,13.32
Cistern,19.86,West Bengal,9965.47,8.92
Infiltration Trench,37.47,Punjab,11494.46,12.52
Infiltration Trench,80.21,Karnataka,20042.01,7.14
Recharge Pit,26.35,Punjab,5952.72,10.76
Cistern,37.71,Karnataka,14426.97,10.2
Recharge Well,13.18,Gujarat,11955.12,37.78
Recharge Pit,37.58,Delhi NCR,7636.86,8.47
Cistern,36.9,Tamil Nadu,14225.67,11.42
Rainwater Barrel,35.1,West Bengal,4510.13,3.43
Infiltration Trench,47.71,Punjab,13542.39,11.59
Recharge Well,28.8,Tamil Nadu,16640.92,16.05
Recharge Well,59.63,Punjab,25889.75,15.51
Recharge Well,21.29,Gujarat,14388.26,28.15
Infiltration Trench,68.15,Gujarat,17629.05,12.32
Cistern,36.83,Karnataka,14207.64,10.29
Recharge Pit,31.95,Punjab,6792.54,10.12
Cistern,16.19,Gujarat,9046.31,24.84
Recharge Pit,19.01,Gujarat,4852.03,14.18
Recharge Well,39.47,Punjab,19839.57,17.95
Cistern,23.14,Karnataka,10785.19,12.43
Recharge Well,54.46,Karnataka,24338.98,11.17
Rainwater Barrel,38.23,Karnataka,4823.37,5.05
Recharge Well,16.24,Karnataka,12872.08,19.82
Recharge Well,48.45,Delhi NCR,22535.16,14.53
Recharge Pit,30.53,Punjab,6579.89,10.26
Rainwater Barrel,32.37,Maharashtra,4236.64,4.36
Recharge Well,55.83,Delhi NCR,24748.69,13.85
Recharge Well,16.49,Gujarat,12947.47,32.71
Rainwater Barrel,18.87,Delhi NCR,2887.21,7.65
Rainwater Barrel,38.97,West Bengal,4896.99,3.35
Cistern,14.16,Maharashtra,8540.69,13.4
Recharge Pit,24.45,Maharashtra,5666.75,6.44
Rainwater Barrel,54.01,Maharashtra,6401.33,3.95
Rainwater Barrel,31.36,Karnataka,4136.32,5.28
Infiltration Trench,16.66,Gujarat,7331.25,20.96
Rainwater Barrel,36.4,Delhi NCR,4639.93,6.37
Recharge Pit,27.05,Delhi NCR,6056.98,9.33
Recharge Well,23.31,West Bengal,14992.8,10.72
Recharge Well,196.02,Punjab,66806.73,12.17
Recharge Well,44.14,Delhi NCR,21242.63,15.04
Recharge Well,28.74,West Bengal,16621.82,9.64
Infiltration Trench,51.89,Gujarat,14378.28,13.19
Rainwater Barrel,28.63,Karnataka,3863.15,5.4
Recharge Well,25.56,Punjab,15667.26,21.89
Cistern,38.46,West Bengal,14616.0,6.76
Recharge Well,42.71,Delhi NCR,20811.87,15.23
Rainwater Barrel,52.61,Punjab,6260.82,6.8
Recharge Well,67.48,Tamil Nadu,28244.03,11.63
Infiltration Trench,59.96,Punjab,15992.9,10.89
Recharge Pit,50.82,Maharashtra,9622.96,5.26
Recharge Pit,53.5,Karnataka,10024.62,6.25
Rainwater Barrel,59.88,Maharashtra,6988.04,3.89
Recharge Pit,47.22,Tamil Nadu,9083.68,7.12
Recharge Pit,14.99,Maharashtra,4248.31,7.87
Cistern,42.47,Tamil Nadu,15617.76,10.9
Rainwater Barrel,65.92,Punjab,7592.31,6.58
Rainwater Barrel,22.17,Gujarat,3216.67,9.67
Recharge Pit,27.22,Karnataka,6083.08,7.45
Recharge Pit,32.14,Gujarat,6820.26,11.79
Recharge Pit,36.42,Karnataka,7462.64,6.83
Infiltration Trench,25.09,West Bengal,9017.9,6.85
Recharge Well,34.08,Karnataka,18223.19,13.37
Infiltration Trench,42.8,Maharashtra,12560.75,6.99
Rainwater Barrel,12.12,Maharashtra,2212.01,6.08
Cistern,34.38,Gujarat,13594.26,17.58
Recharge Well,27.35,Rajasthan,16204.96,29.63
Cistern,14.11,West Bengal,8526.36,10.75
Rainwater Barrel,43.91,Tamil Nadu,5390.81,5.46
Rainwater Barrel,38.69,Maharashtra,4869.25,4.19
Cistern,35.96,West Bengal,13990.52,6.92
Cistern,44.94,Maharashtra,16234.04,8.03
Cistern,38.89,Maharashtra,14721.41,8.41
Rainwater Barrel,22.9,Punjab,3289.8,8.21
Recharge Pit,47.54,Gujarat,9130.43,10.67
Cistern,51.79,Gujarat,17946.49,15.4
Recharge Well,19.24,Maharashtra,13772.61,14.91
Rainwater Barrel,51.43,Punjab,6143.18,6.83
Infiltration Trench,28.74,Maharashtra,9747.66,8.08
Infiltration Trench,44.99,Tamil Nadu,12997.73,9.17
Recharge Well,35.73,Punjab,18718.84,18.71
Recharge Pit,30.39,Maharashtra,6557.93,5.99
Cistern,43.36,Karnataka,15840.73,9.74
Rainwater Barrel,28.03,Rajasthan,3803.44,10.85
Cistern,56.83,Karnataka,19208.67,9.01
Rainwater Barrel,61.71,Rajasthan,7170.5,9.3
Infiltration Trench,25.19,Punjab,9038.08,14.64
Cistern,30.46,Karnataka,12614.78,11.04
Recharge Well,27.47,Tamil Nadu,16239.63,16.42
Recharge Pit,39.95,West Bengal,7992.49,4.45
Recharge Well,63.75,Karnataka,27126.13,10.64
Recharge Pit,14.39,Gujarat,4157.81,16.06
Cistern,16.29,West Bengal,9073.71,9.9
Cistern,31.76,West Bengal,12940.23,7.24
Recharge Pit,36.34,Rajasthan,7451.25,13.67
Infiltration Trench,20.68,Rajasthan,8136.77,22.48
Rainwater Barrel,36.25,Maharashtra,4624.75,4.25
Recharge Well,22.86,Tamil Nadu,14858.91,18.05
Recharge Well,26.49,Rajasthan,15945.76,30.1
Recharge Well,62.48,Rajasthan,26743.4,21.4
Cistern,27.89,Maharashtra,11973.65,9.54
Recharge Well,27.65,Tamil Nadu,16295.1,16.37
Rainwater Barrel,35.37,Karnataka,4537.06,5.13
Rainwater Barrel,57.18,Punjab,6717.66,6.71
Recharge Pit,32.41,Karnataka,6861.61,7.06
Cistern,25.05,Gujarat,11262.54,19.98
Rainwater Barrel,44.24,Gujarat,5423.71,8.17
Infiltration Trench,49.72,Rajasthan,13943.61,16.03
Cistern,58.69,West Bengal,19673.4,5.96
Cistern,32.53,Gujarat,13132.55,17.94
Rainwater Barrel,42.0,Punjab,5199.66,7.07
Infiltration Trench,49.17,Rajasthan,13833.14,16.08
Recharge Pit,36.27,Maharashtra,7440.18,5.7
Rainwater Barrel,64.05,Gujarat,7405.36,7.71
Infiltration Trench,45.86,West Bengal,13172.91,5.47
Cistern,84.9,Maharashtra,26224.13,6.86
Infiltration Trench,52.4,Delhi NCR,14479.46,9.87
Cistern,12.64,Delhi NCR,8159.3,21.52
Rainwater Barrel,27.13,Delhi NCR,3713.47,6.84
Rainwater Barrel,14.75,Maharashtra,2474.76,5.59
Recharge Well,24.06,Delhi NCR,15218.28,19.77
Recharge Well,27.5,Karnataka,16251.1,14.77
Recharge Well,51.13,Delhi NCR,23338.87,14.26
Rainwater Barrel,26.58,Rajasthan,3658.03,11.01
Recharge Pit,66.49,Tamil Nadu,11974.02,6.67
Rainwater Barrel,23.71,Karnataka,3370.61,5.69
Infiltration Trench,28.67,West Bengal,9733.48,6.47
Rainwater Barrel,17.82,Tamil Nadu,2781.69,6.94
Rainwater Barrel,68.19,Rajasthan,7818.84,9.17
Cistern,72.91,West Bengal,23226.45,5.66
Cistern,31.0,Rajasthan,12749.62,21.94
Cistern,15.79,Punjab,8948.65,21.58
Rainwater Barrel,29.84,West Bengal,3984.17,3.56
Recharge Pit,37.19,Karnataka,7578.71,6.79
Infiltration Trench,24.11,Tamil Nadu,8821.72,11.62
Infiltration Trench,107.28,Delhi NCR,25455.65,8.47
Recharge Pit,82.49,Rajasthan,14373.42,11.62
Recharge Pit,13.81,Delhi NCR,4071.91,12.28
Infiltration Trench,18.6,West Bengal,7719.76,7.91
Recharge Well,41.65,Tamil Nadu,20495.75,13.67
Cistern,19.38,Maharashtra,9844.12,11.29
Cistern,36.29,Karnataka,14071.69,10.34
Infiltration Trench,33.29,Gujarat,10658.63,15.24
Recharge Pit,32.47,Maharashtra,6870.01,5.88
Recharge Well,55.11,West Bengal,24534.14,7.42
Infiltration Trench,81.75,West Bengal,20350.72,4.74
Cistern,40.37,Maharashtra,15092.01,8.31
Rainwater Barrel,18.06,Gujarat,2806.47,10.36
Recharge Pit,35.59,West Bengal,7337.85,4.58
Rainwater Barrel,24.73,West Bengal,3472.77,3.75
Infiltration Trench,89.67,Rajasthan,21934.01,13.98
Cistern,46.83,Punjab,16708.16,13.59
Recharge Well,40.5,West Bengal,20149.49,8.29
Rainwater Barrel,45.82,Delhi NCR,5582.38,6.09
Recharge Well,32.49,Rajasthan,17745.89,27.31
Cistern,61.93,Punjab,20482.85,12.6
Rainwater Barrel,24.89,Delhi NCR,3489.22,7.01
Recharge Well,53.52,Tamil Nadu,24055.41,12.49
Recharge Well,73.41,Maharashtra,30021.71,8.52
Rainwater Barrel,22.04,Maharashtra,3204.37,4.85
Cistern,39.21,Gujarat,14801.49,16.78
Recharge Well,40.78,Punjab,20235.04,17.72
Infiltration Trench,19.35,Delhi NCR,7870.19,14.53
Rainwater Barrel,16.7,West Bengal,2670.17,4.26
Recharge Pit,20.95,Rajasthan,5142.07,16.37
Recharge Pit,32.26,Delhi NCR,6839.65,8.83
Cistern,40.83,Rajasthan,15207.67,19.86
Infiltration Trench,27.53,Maharashtra,9505.52,8.22
Recharge Well,86.95,Gujarat,34084.68,16.33
Recharge Pit,55.32,West Bengal,10297.61,4.14
Cistern,41.53,Gujarat,15381.71,16.46
Infiltration Trench,26.7,Delhi NCR,9340.6,12.49
Infiltration Trench,34.29,Delhi NCR,10858.43,11.31
