open_space,roof_type,roof_age,runoff_coefficient,location,annual_rainfall,annual_harvestable_water
275,Metal Roofs,24,0.8542,Tezpur,1850,410822
116,Stone Slabs,22,0.7142,Hyderabad,800,62380
498,Concrete Roof,3,0.6667,Patna,1200,385305
377,Concrete Roof,46,0.6414,Tezpur,1850,409534
243,Terracotta and Clay Tiles,4,0.7835,Gorakhpur,1250,228388
516,Ceramic Tiles,48,0.8216,Patna,1200,460947
244,Terracotta and Clay Tiles,22,0.7958,Jaipur,650,117631
539,Modern Composite Sheets,27,0.8457,Shillong,2900,1233940
594,Modern Composite Sheets,27,0.829,Tezpur,1850,843196
533,Stone Slabs,32,0.691,Wardha,1060,363161
272,Stone Slabs,47,0.7131,Bengaluru,970,170676
252,Terracotta and Clay Tiles,27,0.7992,Chennai,1400,264895
415,Stone Slabs,25,0.7301,Mumbai,2250,633921
347,Modern Composite Sheets,3,0.8422,Jaisalmer,210,58955
41,Metal Roofs,43,0.8428,Purnia,1350,42935
314,Tiled Roof,47,0.6865,Patna,1200,234284
62,Ceramic Tiles,36,0.8118,Jaipur,650,30044
293,Modern Composite Sheets,20,0.8077,Tezpur,1850,412044
441,Galvanized Iron Sheet,21,0.8977,Hyderabad,800,297564
349,Concrete Roof,43,0.6717,Delhi,780,168282
309,Ceramic Tiles,49,0.7947,Bathinda,420,94970
425,Tiled Roof,1,0.7026,Bathinda,420,119512
326,Tiled Roof,6,0.6948,Pune,720,156273
433,Asbestos Sheet,45,0.7246,Anantapur,560,162361
372,Concrete Roof,1,0.6586,Patna,1200,283091
69,Galvanized Iron Sheet,21,0.8887,Chennai,1400,80760
179,Terracotta and Clay Tiles,17,0.8204,Pune,720,99831
487,Concrete Roof,14,0.6506,Pune,720,215290
474,Galvanized Iron Sheet,22,0.8757,Lucknow,1000,389366
291,Galvanized Iron Sheet,1,0.8781,Pune,720,175777
300,Asbestos Sheet,22,0.7294,Sambalpur,1400,290247
238,Galvanized Iron Sheet,19,0.8328,Gorakhpur,1250,234989
118,Metal Roofs,47,0.8423,Lucknow,1000,90138
264,Asbestos Sheet,15,0.7493,Shillong,2900,541007
274,Concrete Roof,38,0.6561,Shillong,2900,479784
204,Asbestos Sheet,46,0.7466,Purnia,1350,187237
572,Terracotta and Clay Tiles,35,0.7981,Purnia,1350,574569
283,Ceramic Tiles,14,0.7979,Raichur,620,132126
249,Metal Roofs,32,0.8237,Tezpur,1850,353994
182,Terracotta and Clay Tiles,37,0.8111,Wardha,1060,143151
60,Lime-Finished Roofs,20,0.6585,Jaisalmer,210,7845
88,Metal Roofs,46,0.8422,Gorakhpur,1250,84054
358,Galvanized Iron Sheet,26,0.8367,Hisar,500,140723
561,Stone Slabs,24,0.673,Sambalpur,1400,492690
97,Concrete Roof,3,0.6214,Jaisalmer,210,12237
142,Metal Roofs,37,0.8581,Delhi,780,87184
322,Tiled Roof,28,0.7003,Anantapur,560,118395
48,Ceramic Tiles,23,0.8241,Ahmedabad,800,29615
522,Terracotta and Clay Tiles,12,0.8148,Lucknow,1000,399707
595,Metal Roofs,15,0.8521,Sagar,1100,532452
566,Lime-Finished Roofs,36,0.6617,Gorakhpur,1250,431581
52,Concrete Roof,11,0.6613,Pune,720,23661
392,Metal Roofs,19,0.8641,Pune,720,228290
286,Galvanized Iron Sheet,28,0.8409,Hisar,500,111622
289,Modern Composite Sheets,6,0.8192,Tezpur,1850,420402
358,Stone Slabs,38,0.669,Hisar,500,109434
467,Galvanized Iron Sheet,28,0.8586,Patna,1200,451466
509,Terracotta and Clay Tiles,18,0.8169,Ahmedabad,800,311995
184,Lime-Finished Roofs,2,0.6748,Chennai,1400,165384
180,Terracotta and Clay Tiles,31,0.8433,Pune,720,100788
374,Concrete Roof,12,0.6736,Jaisalmer,210,50408
309,Concrete Roof,33,0.6507,Delhi,780,145008
264,Asbestos Sheet,16,0.7795,Delhi,780,151906
248,Terracotta and Clay Tiles,10,0.7907,Jaisalmer,210,39147
302,Modern Composite Sheets,19,0.8461,Anantapur,560,135403
504,Stone Slabs,10,0.7195,Bengaluru,970,331157
295,Asbestos Sheet,22,0.7809,Hyderabad,800,172743
297,Ceramic Tiles,12,0.8001,Raichur,620,139052
288,Stone Slabs,44,0.691,Raichur,620,112912
118,Galvanized Iron Sheet,4,0.8797,Ahmedabad,800,78873
424,Metal Roofs,14,0.8481,Shillong,2900,981064
182,Terracotta and Clay Tiles,38,0.8017,Kolkata,1800,242098
404,Stone Slabs,29,0.6928,Raichur,620,161331
67,Asbestos Sheet,12,0.731,Wardha,1060,49468
78,Tiled Roof,22,0.7369,Patna,1200,64547
121,Concrete Roof,10,0.7028,Pune,720,58295
357,Tiled Roof,25,0.7008,Mumbai,2250,524943
158,Lime-Finished Roofs,42,0.6503,Patna,1200,113202
592,Ceramic Tiles,41,0.7988,Purnia,1350,592983
334,Ceramic Tiles,28,0.7737,Sambalpur,1400,337059
82,Lime-Finished Roofs,16,0.6626,Anantapur,560,28994
479,Tiled Roof,33,0.6947,Hisar,500,154389
586,Asbestos Sheet,20,0.7641,Pune,720,302607
236,Galvanized Iron Sheet,8,0.8729,Sagar,1100,217192
357,Metal Roofs,28,0.8411,Sagar,1100,306182
554,Terracotta and Clay Tiles,30,0.7919,Tezpur,1850,760670
536,Lime-Finished Roofs,48,0.6226,Raichur,620,189882
358,Stone Slabs,50,0.6918,Mumbai,2250,505050
256,Galvanized Iron Sheet,30,0.866,Pune,720,147332
186,Tiled Roof,5,0.726,Bengaluru,970,126082
428,Tiled Roof,27,0.7095,Purnia,1350,379932
376,Tiled Roof,10,0.7142,Bhopal,1150,292940
536,Galvanized Iron Sheet,37,0.8492,Anantapur,560,233226
463,Stone Slabs,10,0.7377,Chennai,1400,456100
162,Tiled Roof,14,0.6865,Wardha,1060,112429
180,Tiled Roof,7,0.7177,Chennai,1400,172363
261,Galvanized Iron Sheet,42,0.856,Chennai,1400,287464
112,Galvanized Iron Sheet,14,0.8547,Tezpur,1850,168885
271,Stone Slabs,10,0.7171,Bathinda,420,77670
84,Terracotta and Clay Tiles,29,0.8027,Bhopal,1150,71850
259,Modern Composite Sheets,45,0.8404,Kolkata,1800,359986
572,Terracotta and Clay Tiles,16,0.7851,Wardha,1060,450193
345,Concrete Roof,1,0.666,Delhi,780,170940
408,Galvanized Iron Sheet,11,0.8673,Patna,1200,400237
401,Tiled Roof,32,0.7208,Bengaluru,970,262203
413,Modern Composite Sheets,50,0.8309,Bathinda,420,132231
194,Modern Composite Sheets,39,0.8333,Sagar,1100,164305
116,Galvanized Iron Sheet,46,0.8659,Lucknow,1000,91014
297,Galvanized Iron Sheet,47,0.8313,Hisar,500,112980
101,Terracotta and Clay Tiles,26,0.8212,Delhi,780,60776
254,Terracotta and Clay Tiles,38,0.7582,Shillong,2900,514177
360,Modern Composite Sheets,14,0.8281,Hyderabad,800,226133
121,Asbestos Sheet,38,0.7714,Ahmedabad,800,69116
538,Modern Composite Sheets,21,0.8248,Mumbai,2250,935348
393,Ceramic Tiles,22,0.8095,Delhi,780,231377
473,Lime-Finished Roofs,13,0.6534,Anantapur,560,163230
278,Terracotta and Clay Tiles,15,0.8072,Bengaluru,970,204411
590,Concrete Roof,45,0.6333,Sagar,1100,373791
227,Metal Roofs,16,0.8627,Bengaluru,970,179931
165,Lime-Finished Roofs,11,0.6476,Ahmedabad,800,81996
168,Stone Slabs,6,0.7019,Sagar,1100,124458
350,Metal Roofs,35,0.8718,Ahmedabad,800,224846
211,Galvanized Iron Sheet,40,0.8214,Purnia,1350,214616
567,Galvanized Iron Sheet,21,0.8474,Shillong,2900,1296546
566,Lime-Finished Roofs,44,0.6296,Hisar,500,164177
418,Lime-Finished Roofs,18,0.6436,Shillong,2900,739602
81,Concrete Roof,11,0.6825,Mumbai,2250,118664
331,Asbestos Sheet,41,0.7621,Ahmedabad,800,184280
180,Metal Roofs,27,0.8501,Tezpur,1850,264563
406,Asbestos Sheet,40,0.7672,Sagar,1100,314383
65,Modern Composite Sheets,6,0.8492,Mumbai,2250,118696
364,Concrete Roof,48,0.6377,Gorakhpur,1250,266081
526,Modern Composite Sheets,45,0.8042,Jaipur,650,250188
71,Concrete Roof,35,0.682,Bengaluru,970,43274
168,Tiled Roof,27,0.699,Bathinda,420,46140
237,Asbestos Sheet,32,0.7599,Ahmedabad,800,133235
434,Concrete Roof,12,0.6303,Sagar,1100,284251
79,Terracotta and Clay Tiles,24,0.8326,Chennai,1400,86291
233,Metal Roofs,16,0.8662,Ahmedabad,800,153099
585,Stone Slabs,49,0.7031,Bhopal,1150,434796
42,Lime-Finished Roofs,43,0.6509,Patna,1200,30245
416,Modern Composite Sheets,31,0.8604,Bhopal,1150,383438
597,Concrete Roof,47,0.6475,Hisar,500,176734
189,Galvanized Iron Sheet,9,0.8728,Kolkata,1800,280102
150,Ceramic Tiles,31,0.7914,Anantapur,560,61332
369,Ceramic Tiles,22,0.7781,Raichur,620,166736
367,Lime-Finished Roofs,30,0.6428,Jaisalmer,210,46122
329,Concrete Roof,30,0.6593,Shillong,2900,581322
366,Asbestos Sheet,50,0.7742,Bathinda,420,108415
576,Stone Slabs,28,0.7006,Sambalpur,1400,527552
375,Metal Roofs,40,0.833,Gorakhpur,1250,357014
482,Concrete Roof,17,0.6339,Tezpur,1850,532525
193,Concrete Roof,44,0.6615,Bathinda,420,49426
164,Galvanized Iron Sheet,42,0.8253,Hisar,500,62609
170,Stone Slabs,2,0.699,Hisar,500,56918
456,Lime-Finished Roofs,1,0.6695,Patna,1200,350460
523,Ceramic Tiles,33,0.7778,Sagar,1100,416864
499,Metal Roofs,26,0.8519,Sagar,1100,437931
462,Lime-Finished Roofs,43,0.6535,Bathinda,420,117542
347,Tiled Roof,48,0.7093,Chennai,1400,315635
105,Galvanized Iron Sheet,34,0.8412,Sambalpur,1400,115047
308,Lime-Finished Roofs,17,0.6811,Hyderabad,800,158706
140,Asbestos Sheet,44,0.7636,Bengaluru,970,94646
116,Modern Composite Sheets,41,0.8548,Mumbai,2250,207307
53,Stone Slabs,11,0.6936,Anantapur,560,19415
154,Tiled Roof,41,0.7031,Bengaluru,970,96755
184,Ceramic Tiles,48,0.8146,Kolkata,1800,243955
221,Modern Composite Sheets,15,0.8489,Bhopal,1150,204396
308,Lime-Finished Roofs,17,0.6222,Anantapur,560,102245
327,Terracotta and Clay Tiles,50,0.8033,Ahmedabad,800,192733
248,Concrete Roof,21,0.6768,Hyderabad,800,127257
526,Concrete Roof,19,0.6345,Anantapur,560,175329
169,Terracotta and Clay Tiles,34,0.803,Jaisalmer,210,26397
183,Tiled Roof,31,0.7168,Sambalpur,1400,172161
95,Terracotta and Clay Tiles,29,0.8164,Mumbai,2250,163644
598,Asbestos Sheet,16,0.7536,Jaisalmer,210,89543
549,Asbestos Sheet,48,0.7622,Anantapur,560,213914
111,Tiled Roof,45,0.6776,Sambalpur,1400,97172
480,Concrete Roof,47,0.6333,Bathinda,420,117379
582,Terracotta and Clay Tiles,36,0.7813,Wardha,1060,444930
418,Galvanized Iron Sheet,36,0.8518,Anantapur,560,183545
117,Concrete Roof,26,0.6646,Delhi,780,56259
423,Asbestos Sheet,28,0.7699,Chennai,1400,428845
409,Concrete Roof,11,0.6547,Tezpur,1850,469699
571,Modern Composite Sheets,16,0.8475,Bhopal,1150,528116
223,Asbestos Sheet,2,0.7765,Mumbai,2250,369727
155,Galvanized Iron Sheet,22,0.8391,Tezpur,1850,224741
546,Modern Composite Sheets,36,0.8517,Bhopal,1150,498635
116,Modern Composite Sheets,38,0.801,Shillong,2900,250786
101,Tiled Roof,1,0.7115,Delhi,780,53823
444,Galvanized Iron Sheet,25,0.8578,Wardha,1060,374180
331,Metal Roofs,35,0.8779,Pune,720,192291
546,Asbestos Sheet,7,0.7583,Ahmedabad,800,316698
405,Concrete Roof,3,0.6623,Kolkata,1800,458465
590,Ceramic Tiles,11,0.8282,Bhopal,1150,537064
200,Asbestos Sheet,26,0.7588,Wardha,1060,151777
312,Galvanized Iron Sheet,27,0.821,Raichur,620,146813
150,Tiled Roof,24,0.6731,Hisar,500,47183
400,Tiled Roof,41,0.699,Ahmedabad,800,204578
530,Tiled Roof,30,0.7345,Chennai,1400,504716
220,Asbestos Sheet,4,0.7606,Kolkata,1800,288955
533,Galvanized Iron Sheet,43,0.8624,Chennai,1400,588204
277,Tiled Roof,19,0.7062,Wardha,1060,197146
143,Terracotta and Clay Tiles,31,0.8277,Mumbai,2250,245716
416,Asbestos Sheet,18,0.7645,Ahmedabad,800,241608
461,Ceramic Tiles,28,0.8098,Sagar,1100,379724
224,Concrete Roof,24,0.6443,Gorakhpur,1250,168038
353,Asbestos Sheet,5,0.7492,Anantapur,560,141638
500,Lime-Finished Roofs,48,0.6683,Bengaluru,970,298093
277,Stone Slabs,28,0.6929,Chennai,1400,249840
463,Galvanized Iron Sheet,2,0.8559,Gorakhpur,1250,473617
541,Stone Slabs,5,0.6755,Sambalpur,1400,483895
556,Galvanized Iron Sheet,13,0.8498,Purnia,1350,607295
169,Metal Roofs,16,0.9042,Bengaluru,970,138645
591,Metal Roofs,8,0.8271,Raichur,620,287771
589,Stone Slabs,13,0.6731,Anantapur,560,209229
257,Galvanized Iron Sheet,25,0.839,Shillong,2900,583927
286,Asbestos Sheet,1,0.7577,Pune,720,150373
255,Stone Slabs,35,0.7115,Bengaluru,970,163732
550,Ceramic Tiles,24,0.801,Jaipur,650,269225
480,Galvanized Iron Sheet,36,0.8561,Hisar,500,190662
154,Modern Composite Sheets,44,0.8295,Sagar,1100,128391
290,Metal Roofs,10,0.8436,Tezpur,1850,428762
103,Lime-Finished Roofs,45,0.6213,Bengaluru,970,57159
353,Metal Roofs,12,0.8252,Gorakhpur,1250,342061
584,Stone Slabs,38,0.7276,Delhi,780,303544
440,Modern Composite Sheets,15,0.835,Jaisalmer,210,73463
591,Concrete Roof,48,0.6346,Jaisalmer,210,71477
476,Lime-Finished Roofs,17,0.6296,Raichur,620,173569
202,Concrete Roof,7,0.6355,Ahmedabad,800,97884
215,Modern Composite Sheets,50,0.8057,Jaisalmer,210,33371
407,Metal Roofs,36,0.8322,Sagar,1100,345090
342,Ceramic Tiles,42,0.7874,Mumbai,2250,558893
157,Concrete Roof,17,0.655,Hisar,500,48187
390,Lime-Finished Roofs,49,0.6596,Delhi,780,183314
550,Concrete Roof,14,0.6852,Mumbai,2250,800981
108,Asbestos Sheet,19,0.7606,Bhopal,1150,89196
102,Lime-Finished Roofs,5,0.6478,Jaipur,650,41057
62,Modern Composite Sheets,30,0.8221,Gorakhpur,1250,58952
56,Modern Composite Sheets,5,0.8448,Delhi,780,35159
551,Lime-Finished Roofs,18,0.6533,Bhopal,1150,389874
557,Asbestos Sheet,36,0.7356,Raichur,620,234712
215,Stone Slabs,21,0.7102,Hisar,500,72327
479,Ceramic Tiles,9,0.8328,Pune,720,272278
429,Lime-Finished Roofs,44,0.6667,Delhi,780,205566
132,Stone Slabs,32,0.6907,Raichur,620,52676
155,Ceramic Tiles,26,0.7718,Sambalpur,1400,156430
542,Lime-Finished Roofs,32,0.6641,Jaipur,650,215533
481,Stone Slabs,43,0.6793,Jaipur,650,193703
426,Lime-Finished Roofs,15,0.6626,Purnia,1350,360519
486,Ceramic Tiles,34,0.7906,Jaipur,650,230337
190,Ceramic Tiles,27,0.8149,Hyderabad,800,114736
214,Lime-Finished Roofs,14,0.671,Hisar,500,67512
236,Stone Slabs,30,0.697,Sambalpur,1400,214996
226,Terracotta and Clay Tiles,35,0.811,Chennai,1400,239386
492,Ceramic Tiles,50,0.7929,Purnia,1350,483023
241,Metal Roofs,1,0.8648,Lucknow,1000,201843
65,Asbestos Sheet,45,0.7659,Ahmedabad,800,36486
282,Stone Slabs,32,0.6659,Gorakhpur,1250,220193
363,Lime-Finished Roofs,33,0.6472,Tezpur,1850,399883
402,Terracotta and Clay Tiles,44,0.8241,Pune,720,218767
563,Terracotta and Clay Tiles,35,0.7889,Pune,720,293476
63,Tiled Roof,48,0.7308,Bengaluru,970,40899
429,Lime-Finished Roofs,1,0.6589,Delhi,780,212237
484,Asbestos Sheet,47,0.7335,Wardha,1060,343275
140,Concrete Roof,28,0.6642,Mumbai,2250,196730
365,Terracotta and Clay Tiles,14,0.8111,Bathinda,420,118006
495,Asbestos Sheet,16,0.7586,Hisar,500,177882
497,Concrete Roof,24,0.6416,Gorakhpur,1250,375773
177,Concrete Roof,33,0.6706,Jaipur,650,71799
268,Galvanized Iron Sheet,13,0.8482,Bathinda,420,90118
382,Tiled Roof,2,0.708,Mumbai,2250,584720
319,Metal Roofs,2,0.8459,Hisar,500,128263
146,Terracotta and Clay Tiles,15,0.8004,Bengaluru,970,107287
366,Modern Composite Sheets,10,0.8474,Gorakhpur,1250,365220
392,Asbestos Sheet,14,0.7501,Raichur,620,174336
344,Metal Roofs,47,0.8457,Jaisalmer,210,55842
421,Terracotta and Clay Tiles,40,0.8138,Jaisalmer,210,66320
313,Modern Composite Sheets,36,0.8122,Gorakhpur,1250,291393
45,Metal Roofs,28,0.89,Bengaluru,970,36406
57,Metal Roofs,8,0.8735,Bengaluru,970,45709
148,Tiled Roof,35,0.7426,Pune,720,72963
593,Galvanized Iron Sheet,30,0.8888,Lucknow,1000,494056
483,Galvanized Iron Sheet,50,0.8592,Bathinda,420,159982
412,Lime-Finished Roofs,33,0.6636,Bengaluru,970,245227
292,Asbestos Sheet,40,0.728,Patna,1200,235964
382,Modern Composite Sheets,25,0.8114,Shillong,2900,834699
118,Asbestos Sheet,23,0.7504,Kolkata,1800,148339
359,Tiled Roof,3,0.7,Mumbai,2250,539352
305,Concrete Roof,8,0.6377,Tezpur,1850,345426
105,Metal Roofs,37,0.8504,Anantapur,560,46050
581,Galvanized Iron Sheet,23,0.8621,Delhi,780,366884
334,Asbestos Sheet,3,0.7656,Shillong,2900,705979
373,Asbestos Sheet,46,0.7276,Shillong,2900,713804
248,Lime-Finished Roofs,45,0.6519,Sambalpur,1400,205706
454,Terracotta and Clay Tiles,48,0.7968,Jaisalmer,210,68729
483,Lime-Finished Roofs,25,0.6387,Hyderabad,800,229388
86,Asbestos Sheet,4,0.7456,Raichur,620,37933
382,Asbestos Sheet,5,0.7705,Chennai,1400,395479
587,Terracotta and Clay Tiles,3,0.8283,Chennai,1400,647374
304,Modern Composite Sheets,4,0.8256,Gorakhpur,1250,301118
43,Concrete Roof,42,0.6378,Raichur,620,15669
133,Ceramic Tiles,37,0.8091,Bengaluru,970,96833
381,Tiled Roof,40,0.7091,Gorakhpur,1250,310414
365,Tiled Roof,15,0.7259,Delhi,780,193917
211,Asbestos Sheet,48,0.7359,Sambalpur,1400,198387
40,Lime-Finished Roofs,34,0.6428,Hyderabad,800,18893
267,Terracotta and Clay Tiles,18,0.7926,Anantapur,560,112841
280,Terracotta and Clay Tiles,49,0.8361,Purnia,1350,286377
303,Lime-Finished Roofs,37,0.6494,Anantapur,560,102505
519,Metal Roofs,7,0.8603,Jaisalmer,210,89642
123,Lime-Finished Roofs,30,0.6363,Jaisalmer,210,15176
127,Concrete Roof,3,0.6492,Wardha,1060,83928
463,Modern Composite Sheets,5,0.8302,Bhopal,1150,425771
576,Asbestos Sheet,5,0.7783,Delhi,780,332520
527,Tiled Roof,13,0.7028,Pune,720,250316
487,Asbestos Sheet,13,0.765,Pune,720,255721
479,Tiled Roof,43,0.6911,Raichur,620,189490
426,Concrete Roof,15,0.6449,Hisar,500,129220
524,Modern Composite Sheets,40,0.827,Delhi,780,308727
379,Galvanized Iron Sheet,18,0.8564,Jaipur,650,199513
590,Tiled Roof,49,0.7198,Ahmedabad,800,308772
40,Terracotta and Clay Tiles,40,0.8222,Ahmedabad,800,24448
177,Modern Composite Sheets,23,0.832,Raichur,620,85122
152,Ceramic Tiles,3,0.8098,Delhi,780,92665
369,Galvanized Iron Sheet,45,0.8416,Jaisalmer,210,60335
346,Lime-Finished Roofs,26,0.6589,Delhi,780,167271
389,Terracotta and Clay Tiles,46,0.8128,Bathinda,420,121704
230,Stone Slabs,35,0.7137,Pune,720,108541
176,Asbestos Sheet,27,0.7432,Raichur,620,75526
497,Terracotta and Clay Tiles,41,0.8108,Pune,720,268165
423,Ceramic Tiles,5,0.7963,Jaisalmer,210,67282
167,Lime-Finished Roofs,7,0.6405,Shillong,2900,298360
529,Galvanized Iron Sheet,18,0.8326,Raichur,620,258495
457,Asbestos Sheet,41,0.762,Bathinda,420,135300
395,Galvanized Iron Sheet,24,0.8815,Jaipur,650,213847
339,Lime-Finished Roofs,40,0.6531,Delhi,780,160109
372,Terracotta and Clay Tiles,21,0.7959,Jaisalmer,210,58196
527,Modern Composite Sheets,32,0.8498,Chennai,1400,586202
374,Terracotta and Clay Tiles,47,0.8271,Bhopal,1150,326679
530,Lime-Finished Roofs,26,0.644,Gorakhpur,1250,396039
565,Asbestos Sheet,34,0.7496,Lucknow,1000,394486
568,Metal Roofs,42,0.8744,Kolkata,1800,814657
587,Modern Composite Sheets,48,0.795,Jaisalmer,210,89181
367,Stone Slabs,16,0.7024,Sambalpur,1400,342236
312,Tiled Roof,30,0.7285,Delhi,780,164288
291,Galvanized Iron Sheet,4,0.8501,Purnia,1350,320268
241,Galvanized Iron Sheet,16,0.8091,Tezpur,1850,342689
52,Lime-Finished Roofs,40,0.6316,Bengaluru,970,29087
531,Tiled Roof,11,0.7274,Ahmedabad,800,295647
595,Modern Composite Sheets,23,0.8365,Gorakhpur,1250,579146
365,Metal Roofs,34,0.853,Shillong,2900,839462
387,Ceramic Tiles,29,0.7692,Raichur,620,171153
232,Galvanized Iron Sheet,48,0.8594,Pune,720,132317
194,Ceramic Tiles,4,0.7939,Wardha,1060,155052
299,Metal Roofs,38,0.8745,Anantapur,560,135509
152,Lime-Finished Roofs,44,0.6322,Jaisalmer,210,18419
175,Lime-Finished Roofs,44,0.6404,Raichur,620,63162
560,Asbestos Sheet,10,0.7544,Gorakhpur,1250,506143
284,Ceramic Tiles,2,0.8161,Tezpur,1850,407105
55,Tiled Roof,32,0.7064,Pune,720,25745
548,Stone Slabs,16,0.7245,Bengaluru,970,360840
498,Lime-Finished Roofs,2,0.6808,Pune,720,232053
403,Concrete Roof,21,0.6505,Gorakhpur,1250,310133
322,Galvanized Iron Sheet,44,0.839,Delhi,780,193049
175,Galvanized Iron Sheet,29,0.8561,Bengaluru,970,134977
356,Concrete Roof,14,0.653,Wardha,1060,233942
51,Concrete Roof,49,0.6404,Kolkata,1800,53779
456,Asbestos Sheet,44,0.7702,Kolkata,1800,582727
249,Terracotta and Clay Tiles,6,0.8232,Jaipur,650,126359
562,Tiled Roof,34,0.7017,Sagar,1100,402220
358,Terracotta and Clay Tiles,8,0.8222,Bhopal,1150,325428
305,Ceramic Tiles,47,0.7892,Tezpur,1850,407590
383,Tiled Roof,46,0.7206,Lucknow,1000,254410
591,Galvanized Iron Sheet,6,0.8507,Wardha,1060,506073
392,Ceramic Tiles,14,0.815,Delhi,780,237436
116,Concrete Roof,34,0.6453,Purnia,1350,93429
355,Ceramic Tiles,44,0.8531,Patna,1200,334158
149,Concrete Roof,37,0.6354,Purnia,1350,117167
229,Concrete Roof,8,0.651,Sagar,1100,154685
179,Ceramic Tiles,14,0.8309,Bhopal,1150,161238
174,Metal Roofs,38,0.8342,Shillong,2900,386383
114,Concrete Roof,14,0.6688,Lucknow,1000,72160
85,Terracotta and Clay Tiles,43,0.7625,Sambalpur,1400,83863
129,Modern Composite Sheets,19,0.8423,Ahmedabad,800,81385
66,Asbestos Sheet,34,0.7917,Bhopal,1150,55790
433,Metal Roofs,18,0.8612,Shillong,2900,1021050
257,Modern Composite Sheets,35,0.8407,Pune,720,144814
55,Tiled Roof,47,0.6465,Hisar,500,16350
311,Tiled Roof,30,0.6967,Wardha,1060,212062
350,Terracotta and Clay Tiles,47,0.8288,Jaipur,650,173628
42,Modern Composite Sheets,37,0.8534,Delhi,780,25636
349,Metal Roofs,50,0.8682,Mumbai,2250,621180
91,Terracotta and Clay Tiles,37,0.8245,Bengaluru,970,67866
306,Metal Roofs,43,0.8629,Ahmedabad,800,192686
65,Stone Slabs,7,0.6919,Lucknow,1000,42669
576,Modern Composite Sheets,45,0.8207,Shillong,2900,1262270
500,Terracotta and Clay Tiles,11,0.8221,Ahmedabad,800,310908
163,Modern Composite Sheets,15,0.8511,Raichur,620,80656
432,Metal Roofs,25,0.8521,Jaisalmer,210,72093
211,Ceramic Tiles,25,0.802,Hisar,500,79691
156,Modern Composite Sheets,44,0.8185,Raichur,620,73282
200,Lime-Finished Roofs,2,0.642,Wardha,1060,130459
313,Lime-Finished Roofs,44,0.6591,Pune,720,137132
310,Tiled Roof,11,0.7181,Patna,1200,255517
494,Modern Composite Sheets,46,0.8496,Ahmedabad,800,305233
215,Asbestos Sheet,32,0.7585,Tezpur,1850,277916
581,Lime-Finished Roofs,50,0.665,Jaisalmer,210,73829
599,Stone Slabs,15,0.6933,Wardha,1060,417193
340,Galvanized Iron Sheet,13,0.8487,Chennai,1400,386689
539,Stone Slabs,36,0.7382,Lucknow,1000,370718
44,Stone Slabs,32,0.6844,Raichur,620,17238
576,Tiled Roof,49,0.6756,Kolkata,1800,635505
296,Tiled Roof,18,0.705,Sagar,1100,218082
473,Terracotta and Clay Tiles,38,0.8274,Mumbai,2250,819545
481,Stone Slabs,13,0.6953,Jaipur,650,207500
49,Metal Roofs,50,0.833,Purnia,1350,50216
164,Concrete Roof,8,0.6667,Jaisalmer,210,21808
500,Stone Slabs,35,0.7144,Tezpur,1850,610365
174,Modern Composite Sheets,21,0.8221,Anantapur,560,75200
218,Modern Composite Sheets,16,0.8292,Tezpur,1850,318551
162,Ceramic Tiles,9,0.8149,Jaisalmer,210,26593
310,Terracotta and Clay Tiles,28,0.8292,Chennai,1400,333290
434,Tiled Roof,34,0.702,Kolkata,1800,507150
52,Asbestos Sheet,17,0.7313,Sagar,1100,39729
174,Stone Slabs,9,0.6678,Anantapur,560,61740
100,Tiled Roof,44,0.6931,Shillong,2900,183562
469,Metal Roofs,20,0.8462,Tezpur,1850,684485
222,Stone Slabs,38,0.6912,Jaisalmer,210,29806
558,Metal Roofs,20,0.8653,Jaisalmer,210,95710
97,Metal Roofs,2,0.8511,Mumbai,2250,177766
480,Ceramic Tiles,11,0.7847,Sambalpur,1400,502027
72,Stone Slabs,34,0.6873,Jaipur,650,30123
81,Tiled Roof,50,0.6833,Wardha,1060,53652
170,Tiled Roof,36,0.7242,Ahmedabad,800,90841
172,Metal Roofs,44,0.8261,Jaisalmer,210,27231
443,Tiled Roof,19,0.6919,Sambalpur,1400,403729
577,Modern Composite Sheets,41,0.8219,Jaipur,650,286031
434,Lime-Finished Roofs,46,0.671,Mumbai,2250,599034
542,Concrete Roof,40,0.623,Hisar,500,154105
264,Concrete Roof,23,0.6568,Hyderabad,800,130984
201,Modern Composite Sheets,32,0.8366,Mumbai,2250,348080
358,Modern Composite Sheets,3,0.7987,Bathinda,420,114529
541,Metal Roofs,19,0.8422,Raichur,620,268388
532,Terracotta and Clay Tiles,45,0.7979,Sambalpur,1400,545390
