roof_type,roof_age,region,location,runoff_coefficient
Metal Roofs,47,Urban,Lucknow,0.8703
Modern Composite Sheets,21,Urban,Bengaluru,0.8648
Ceramic Tiles,40,Rural,Tezpur,0.7977
Metal Roofs,36,Urban,Pune,0.8507
Galvanized Iron Sheet,34,Urban,Hyderabad,0.8626
Stone Slabs,4,Rural,Sambalpur,0.6987
Terracotta and Clay Tiles,11,Urban,Patna,0.8399
Galvanized Iron Sheet,30,Urban,Mumbai,0.86
Ceramic Tiles,20,Urban,Delhi,0.8223
Tiled Roof,30,Rural,Gorakhpur,0.7301
Tiled Roof,26,Urban,Delhi,0.7199
Lime-Finished Roofs,49,Rural,Gorakhpur,0.6448
Modern Composite Sheets,14,Rural,Bathinda,0.8334
Stone Slabs,5,Urban,Bengaluru,0.7218
Ceramic Tiles,20,Urban,Lucknow,0.8294
Tiled Roof,34,Rural,Purnia,0.6873
Asbestos Sheet,33,Urban,Hyderabad,0.7823
Stone Slabs,11,Urban,Bengaluru,0.6938
Metal Roofs,8,Rural,Anantapur,0.8377
Tiled Roof,23,Rural,Tezpur,0.7121
Galvanized Iron Sheet,19,Rural,Bathinda,0.844
Metal Roofs,50,Urban,Mumbai,0.8558
Modern Composite Sheets,24,Urban,Jaipur,0.8375
Terracotta and Clay Tiles,28,Urban,Kolkata,0.8079
Concrete Roof,9,Urban,Jaipur,0.6841
Galvanized Iron Sheet,28,Rural,Anantapur,0.8291
Concrete Roof,39,Rural,Tezpur,0.6418
Ceramic Tiles,11,Urban,Hyderabad,0.8104
Metal Roofs,9,Urban,Mumbai,0.8818
Ceramic Tiles,40,Rural,Sagar,0.8177
Ceramic Tiles,39,Urban,Kolkata,0.8065
Ceramic Tiles,21,Urban,Hyderabad,0.8314
Asbestos Sheet,4,Rural,Jaisalmer,0.7733
Asbestos Sheet,49,Rural,Shillong,0.7307
Stone Slabs,5,Rural,Bathinda,0.6682
Galvanized Iron Sheet,29,Urban,Kolkata,0.8626
Tiled Roof,9,Rural,Purnia,0.7178
Metal Roofs,46,Rural,Jaisalmer,0.8344
Concrete Roof,10,Urban,Bengaluru,0.6618
Tiled Roof,42,Urban,Jaipur,0.7165
Modern Composite Sheets,43,Rural,Sambalpur,0.8156
Concrete Roof,30,Urban,Patna,0.6604
Galvanized Iron Sheet,14,Rural,Hisar,0.8507
Lime-Finished Roofs,24,Urban,Delhi,0.6604
Stone Slabs,39,Urban,Hyderabad,0.6892
Tiled Roof,19,Rural,Tezpur,0.6789
Lime-Finished Roofs,21,Rural,Tezpur,0.6216
Terracotta and Clay Tiles,33,Rural,Jaisalmer,0.8127
Lime-Finished Roofs,31,Rural,Bathinda,0.6518
Galvanized Iron Sheet,13,Rural,Sagar,0.8736
Metal Roofs,42,Urban,Jaipur,0.8738
Metal Roofs,36,Rural,Jaisalmer,0.858
Terracotta and Clay Tiles,31,Urban,Delhi,0.8034
Asbestos Sheet,30,Rural,Raichur,0.7449
Lime-Finished Roofs,18,Rural,Tezpur,0.6424
Stone Slabs,21,Urban,Delhi,0.7021
Metal Roofs,27,Rural,Raichur,0.8592
Galvanized Iron Sheet,31,Urban,Bengaluru,0.8783
Lime-Finished Roofs,3,Rural,Anantapur,0.6483
Concrete Roof,30,Rural,Shillong,0.6625
Metal Roofs,44,Urban,Ahmedabad,0.8747
Modern Composite Sheets,10,Urban,Bengaluru,0.8341
Tiled Roof,41,Urban,Patna,0.7069
Metal Roofs,34,Urban,Hyderabad,0.8677
Terracotta and Clay Tiles,37,Urban,Chennai,0.8173
Concrete Roof,27,Rural,Anantapur,0.6501
Tiled Roof,26,Urban,Delhi,0.7178
Modern Composite Sheets,1,Urban,Patna,0.8625
Galvanized Iron Sheet,22,Urban,Chennai,0.8847
Metal Roofs,26,Rural,Hisar,0.8328
Tiled Roof,49,Rural,Sambalpur,0.6724
Ceramic Tiles,32,Rural,Sagar,0.7857
Metal Roofs,6,Rural,Shillong,0.8739
Asbestos Sheet,50,Urban,Jaipur,0.7486
Modern Composite Sheets,42,Urban,Mumbai,0.8455
Ceramic Tiles,37,Urban,Pune,0.8361
Concrete Roof,29,Rural,Tezpur,0.6357
Asbestos Sheet,6,Rural,Sambalpur,0.7435
Tiled Roof,41,Urban,Patna,0.7055
Lime-Finished Roofs,9,Rural,Shillong,0.6439
Concrete Roof,27,Rural,Raichur,0.6278
Metal Roofs,35,Rural,Bathinda,0.8348
Terracotta and Clay Tiles,11,Rural,Wardha,0.8088
Galvanized Iron Sheet,41,Rural,Jaisalmer,0.8432
Modern Composite Sheets,6,Rural,Gorakhpur,0.8645
Tiled Roof,34,Urban,Bengaluru,0.7078
Lime-Finished Roofs,8,Rural,Anantapur,0.6632
Asbestos Sheet,29,Rural,Sagar,0.7161
Modern Composite Sheets,23,Rural,Tezpur,0.8412
Metal Roofs,31,Urban,Chennai,0.8691
Metal Roofs,9,Rural,Jaisalmer,0.8514
Metal Roofs,46,Urban,Chennai,0.8496
Terracotta and Clay Tiles,5,Rural,Gorakhpur,0.797
Lime-Finished Roofs,42,Rural,Hisar,0.6397
Metal Roofs,9,Rural,Jaisalmer,0.8545
Concrete Roof,50,Rural,Purnia,0.6583
Concrete Roof,27,Rural,Anantapur,0.6365
Concrete Roof,45,Urban,Lucknow,0.6752
Metal Roofs,44,Rural,Shillong,0.8396
Terracotta and Clay Tiles,18,Urban,Chennai,0.8323
Stone Slabs,33,Urban,Ahmedabad,0.7321
Stone Slabs,29,Urban,Pune,0.7101
Lime-Finished Roofs,46,Urban,Bengaluru,0.6639
Concrete Roof,44,Rural,Tezpur,0.635
Terracotta and Clay Tiles,32,Urban,Pune,0.8062
Tiled Roof,11,Urban,Jaipur,0.7064
Concrete Roof,27,Rural,Sambalpur,0.654
Concrete Roof,35,Rural,Sagar,0.6251
Lime-Finished Roofs,33,Rural,Bathinda,0.6549
Stone Slabs,34,Rural,Anantapur,0.6913
Asbestos Sheet,36,Rural,Purnia,0.7391
Tiled Roof,13,Urban,Bhopal,0.7477
Ceramic Tiles,24,Rural,Anantapur,0.7942
Ceramic Tiles,19,Urban,Kolkata,0.854
Metal Roofs,8,Rural,Bathinda,0.8482
Terracotta and Clay Tiles,12,Urban,Chennai,0.8076
Lime-Finished Roofs,47,Urban,Pune,0.6541
Modern Composite Sheets,48,Urban,Hyderabad,0.8606
Galvanized Iron Sheet,10,Rural,Shillong,0.8704
Asbestos Sheet,29,Urban,Hyderabad,0.7764
Terracotta and Clay Tiles,1,Urban,Delhi,0.8004
Asbestos Sheet,33,Rural,Bathinda,0.7236
Lime-Finished Roofs,25,Urban,Bhopal,0.6709
Ceramic Tiles,19,Rural,Raichur,0.7999
Tiled Roof,34,Urban,Jaipur,0.7281
Modern Composite Sheets,41,Rural,Shillong,0.829
Galvanized Iron Sheet,22,Urban,Pune,0.8803
Terracotta and Clay Tiles,44,Urban,Delhi,0.8281
Lime-Finished Roofs,46,Rural,Tezpur,0.6395
Asbestos Sheet,47,Rural,Sagar,0.7394
Asbestos Sheet,4,Rural,Wardha,0.7519
Galvanized Iron Sheet,32,Urban,Pune,0.859
Lime-Finished Roofs,36,Rural,Gorakhpur,0.6278
Tiled Roof,17,Rural,Hisar,0.7274
Metal Roofs,44,Urban,Pune,0.8929
Galvanized Iron Sheet,31,Urban,Patna,0.8648
Lime-Finished Roofs,34,Rural,Shillong,0.628
Terracotta and Clay Tiles,39,Rural,Jaisalmer,0.8003
Stone Slabs,27,Rural,Shillong,0.6885
Lime-Finished Roofs,34,Rural,Hisar,0.6581
Galvanized Iron Sheet,40,Rural,Gorakhpur,0.8677
Asbestos Sheet,46,Rural,Wardha,0.7548
Ceramic Tiles,36,Rural,Hisar,0.8153
Stone Slabs,14,Rural,Sambalpur,0.6888
Lime-Finished Roofs,9,Rural,Hisar,0.6548
Modern Composite Sheets,17,Rural,Anantapur,0.8235
Ceramic Tiles,18,Urban,Mumbai,0.8263
Ceramic Tiles,1,Urban,Mumbai,0.8281
Lime-Finished Roofs,37,Rural,Anantapur,0.6477
Tiled Roof,46,Rural,Anantapur,0.708
Metal Roofs,46,Rural,Gorakhpur,0.8267
Metal Roofs,5,Rural,Wardha,0.8643
Ceramic Tiles,4,Rural,Hisar,0.8121
Concrete Roof,14,Rural,Purnia,0.6743
Asbestos Sheet,22,Urban,Bhopal,0.7736
Concrete Roof,13,Urban,Kolkata,0.6766
Asbestos Sheet,9,Urban,Chennai,0.7678
Galvanized Iron Sheet,50,Urban,Delhi,0.8662
Asbestos Sheet,39,Urban,Mumbai,0.7478
Terracotta and Clay Tiles,5,Rural,Wardha,0.7958
Lime-Finished Roofs,30,Urban,Bhopal,0.6652
Asbestos Sheet,45,Urban,Bengaluru,0.7655
Ceramic Tiles,1,Rural,Raichur,0.7812
Stone Slabs,22,Urban,Jaipur,0.7127
Galvanized Iron Sheet,6,Urban,Ahmedabad,0.867
Terracotta and Clay Tiles,31,Urban,Lucknow,0.797
Metal Roofs,37,Urban,Delhi,0.8546
Terracotta and Clay Tiles,6,Urban,Delhi,0.8107
Terracotta and Clay Tiles,11,Rural,Sagar,0.8034
Metal Roofs,49,Urban,Ahmedabad,0.8716
Modern Composite Sheets,40,Urban,Patna,0.8456
Asbestos Sheet,8,Rural,Sambalpur,0.7467
Stone Slabs,15,Urban,Lucknow,0.7119
Metal Roofs,32,Urban,Kolkata,0.8619
Asbestos Sheet,21,Rural,Hisar,0.7591
Asbestos Sheet,4,Urban,Pune,0.7549
Tiled Roof,44,Urban,Chennai,0.6931
Lime-Finished Roofs,4,Rural,Wardha,0.6457
Asbestos Sheet,41,Rural,Sambalpur,0.7418
Concrete Roof,34,Rural,Gorakhpur,0.6626
Galvanized Iron Sheet,49,Rural,Shillong,0.829
Metal Roofs,27,Urban,Bengaluru,0.8559
Tiled Roof,31,Rural,Raichur,0.6907
Tiled Roof,8,Rural,Sambalpur,0.7186
Ceramic Tiles,35,Rural,Anantapur,0.8078
Tiled Roof,17,Urban,Jaipur,0.6929
Ceramic Tiles,43,Urban,Delhi,0.8198
Galvanized Iron Sheet,33,Urban,Bhopal,0.8631
Galvanized Iron Sheet,31,Urban,Chennai,0.8636
Tiled Roof,3,Rural,Hisar,0.7122
Metal Roofs,26,Rural,Sambalpur,0.8255
Modern Composite Sheets,21,Urban,Kolkata,0.8565
Lime-Finished Roofs,1,Rural,Sambalpur,0.6282
Tiled Roof,4,Rural,Tezpur,0.7131
Concrete Roof,10,Urban,Lucknow,0.6531
Galvanized Iron Sheet,29,Rural,Shillong,0.8373
Stone Slabs,38,Rural,Anantapur,0.7235
Asbestos Sheet,42,Urban,Chennai,0.7535
Terracotta and Clay Tiles,37,Urban,Hyderabad,0.8173
Ceramic Tiles,39,Urban,Bhopal,0.8579
Galvanized Iron Sheet,10,Rural,Bathinda,0.8472
Metal Roofs,35,Urban,Delhi,0.8495
Stone Slabs,1,Rural,Sagar,0.7128
Galvanized Iron Sheet,17,Rural,Hisar,0.8267
Stone Slabs,3,Rural,Anantapur,0.7284
Ceramic Tiles,23,Urban,Chennai,0.8192
Modern Composite Sheets,22,Urban,Delhi,0.8381
Ceramic Tiles,25,Urban,Chennai,0.8124
Tiled Roof,50,Rural,Purnia,0.6771
Tiled Roof,12,Urban,Jaipur,0.7247
Stone Slabs,6,Urban,Patna,0.7361
Asbestos Sheet,25,Rural,Raichur,0.7542
Metal Roofs,48,Rural,Hisar,0.8625
Galvanized Iron Sheet,15,Rural,Sambalpur,0.831
Concrete Roof,34,Urban,Mumbai,0.661
Terracotta and Clay Tiles,9,Urban,Chennai,0.8139
Modern Composite Sheets,39,Urban,Patna,0.8485
Tiled Roof,8,Rural,Shillong,0.6848
Asbestos Sheet,2,Urban,Bengaluru,0.7645
Lime-Finished Roofs,23,Rural,Jaisalmer,0.664
Lime-Finished Roofs,40,Urban,Bengaluru,0.6615
Ceramic Tiles,38,Rural,Bathinda,0.7755
Stone Slabs,16,Urban,Kolkata,0.7243
Galvanized Iron Sheet,6,Rural,Raichur,0.8499
Galvanized Iron Sheet,19,Urban,Ahmedabad,0.8631
Stone Slabs,38,Urban,Bengaluru,0.7235
Tiled Roof,6,Rural,Bathinda,0.7174
Tiled Roof,15,Rural,Bathinda,0.7036
Tiled Roof,34,Urban,Hyderabad,0.7059
Lime-Finished Roofs,8,Urban,Lucknow,0.6598
Lime-Finished Roofs,3,Rural,Sambalpur,0.6291
Stone Slabs,25,Rural,Shillong,0.6995
Modern Composite Sheets,33,Urban,Patna,0.8621
Lime-Finished Roofs,12,Rural,Shillong,0.6576
Tiled Roof,20,Rural,Shillong,0.6863
Metal Roofs,40,Rural,Bathinda,0.8389
Modern Composite Sheets,29,Rural,Sagar,0.8351
Tiled Roof,37,Rural,Shillong,0.6823
Metal Roofs,42,Urban,Mumbai,0.8509
Modern Composite Sheets,15,Urban,Ahmedabad,0.855
Terracotta and Clay Tiles,13,Urban,Hyderabad,0.8307
Tiled Roof,33,Urban,Delhi,0.7416
Stone Slabs,43,Urban,Delhi,0.6988
Asbestos Sheet,10,Urban,Lucknow,0.749
Modern Composite Sheets,29,Rural,Sagar,0.8256
Terracotta and Clay Tiles,35,Rural,Purnia,0.7802
Asbestos Sheet,21,Rural,Wardha,0.7233
Asbestos Sheet,26,Rural,Bathinda,0.7398
Modern Composite Sheets,20,Rural,Gorakhpur,0.8199
Terracotta and Clay Tiles,49,Rural,Raichur,0.7613
Lime-Finished Roofs,27,Urban,Bengaluru,0.6797
Stone Slabs,25,Urban,Lucknow,0.7205
Ceramic Tiles,4,Urban,Delhi,0.7873
Concrete Roof,4,Rural,Jaisalmer,0.6613
Metal Roofs,5,Urban,Bengaluru,0.8564
Concrete Roof,19,Urban,Mumbai,0.6656
Tiled Roof,37,Rural,Anantapur,0.6546
Stone Slabs,12,Rural,Gorakhpur,0.6824
Metal Roofs,12,Rural,Jaisalmer,0.8633
Asbestos Sheet,11,Urban,Bhopal,0.7584
Concrete Roof,44,Rural,Hisar,0.6617
Galvanized Iron Sheet,19,Rural,Hisar,0.8487
Metal Roofs,41,Urban,Bhopal,0.8911
Concrete Roof,30,Rural,Hisar,0.6686
Concrete Roof,30,Urban,Hyderabad,0.6558
Tiled Roof,38,Urban,Chennai,0.7225
Terracotta and Clay Tiles,38,Rural,Jaisalmer,0.8008
Lime-Finished Roofs,31,Rural,Purnia,0.6539
Ceramic Tiles,37,Rural,Jaisalmer,0.7929
Tiled Roof,21,Rural,Raichur,0.7168
Metal Roofs,34,Urban,Jaipur,0.8604
Galvanized Iron Sheet,25,Urban,Pune,0.8703
Terracotta and Clay Tiles,7,Urban,Lucknow,0.8195
Modern Composite Sheets,26,Urban,Delhi,0.8319
Concrete Roof,29,Urban,Kolkata,0.6706
Stone Slabs,14,Rural,Gorakhpur,0.6942
Tiled Roof,40,Rural,Raichur,0.7139
Terracotta and Clay Tiles,7,Rural,Raichur,0.8129
Lime-Finished Roofs,33,Rural,Bathinda,0.6511
Tiled Roof,1,Rural,Anantapur,0.699
Stone Slabs,35,Rural,Raichur,0.6884
Terracotta and Clay Tiles,35,Urban,Patna,0.831
Concrete Roof,2,Rural,Wardha,0.6453
Stone Slabs,34,Rural,Bathinda,0.6996
Concrete Roof,36,Rural,Tezpur,0.6238
Ceramic Tiles,10,Urban,Mumbai,0.8329
Metal Roofs,43,Rural,Bathinda,0.8397
Concrete Roof,1,Urban,Ahmedabad,0.6705
Metal Roofs,12,Rural,Anantapur,0.8212
Stone Slabs,23,Urban,Patna,0.7313
Terracotta and Clay Tiles,4,Rural,Gorakhpur,0.7886
Stone Slabs,27,Rural,Tezpur,0.6947
Asbestos Sheet,13,Rural,Shillong,0.743
Terracotta and Clay Tiles,14,Rural,Wardha,0.8159
Stone Slabs,5,Rural,Anantapur,0.6983
Terracotta and Clay Tiles,3,Urban,Delhi,0.8015
Tiled Roof,13,Rural,Purnia,0.6863
Asbestos Sheet,20,Rural,Anantapur,0.7477
Lime-Finished Roofs,38,Urban,Kolkata,0.6578
Terracotta and Clay Tiles,4,Urban,Delhi,0.8305
Terracotta and Clay Tiles,42,Urban,Mumbai,0.8172
Stone Slabs,1,Rural,Sagar,0.7168
Terracotta and Clay Tiles,18,Urban,Patna,0.796
Modern Composite Sheets,11,Rural,Wardha,0.832
Galvanized Iron Sheet,27,Rural,Anantapur,0.8384
Ceramic Tiles,39,Urban,Lucknow,0.8064
Modern Composite Sheets,14,Urban,Pune,0.8715
Metal Roofs,31,Urban,Jaipur,0.8869
Tiled Roof,28,Urban,Chennai,0.7056
Terracotta and Clay Tiles,23,Rural,Sagar,0.7892
Metal Roofs,13,Rural,Tezpur,0.8455
Stone Slabs,26,Urban,Jaipur,0.7299
Stone Slabs,17,Rural,Purnia,0.6997
Asbestos Sheet,39,Urban,Ahmedabad,0.7677
Lime-Finished Roofs,35,Rural,Raichur,0.6325
Concrete Roof,19,Rural,Gorakhpur,0.6517
Concrete Roof,47,Urban,Jaipur,0.6609
Lime-Finished Roofs,26,Rural,Gorakhpur,0.6453
Lime-Finished Roofs,14,Rural,Sagar,0.6407
Concrete Roof,7,Urban,Lucknow,0.6844
Lime-Finished Roofs,9,Urban,Chennai,0.669
Lime-Finished Roofs,9,Urban,Ahmedabad,0.6807
Galvanized Iron Sheet,48,Rural,Bathinda,0.8502
Galvanized Iron Sheet,7,Urban,Chennai,0.8926
Concrete Roof,34,Rural,Tezpur,0.6346
Asbestos Sheet,16,Rural,Tezpur,0.7438
Metal Roofs,31,Rural,Gorakhpur,0.8583
Modern Composite Sheets,19,Rural,Raichur,0.8288
Lime-Finished Roofs,12,Urban,Lucknow,0.6904
Concrete Roof,34,Urban,Ahmedabad,0.6601
Modern Composite Sheets,24,Rural,Sagar,0.8274
Terracotta and Clay Tiles,19,Urban,Lucknow,0.8114
Asbestos Sheet,34,Rural,Shillong,0.7409
Stone Slabs,38,Rural,Anantapur,0.704
Metal Roofs,47,Rural,Purnia,0.8402
Galvanized Iron Sheet,27,Urban,Hyderabad,0.8599
Asbestos Sheet,16,Rural,Anantapur,0.7494
Concrete Roof,50,Rural,Purnia,0.6455
Concrete Roof,22,Urban,Pune,0.6647
Lime-Finished Roofs,22,Urban,Jaipur,0.6565
Terracotta and Clay Tiles,40,Rural,Wardha,0.7983
Asbestos Sheet,49,Urban,Jaipur,0.7523
Ceramic Tiles,17,Urban,Pune,0.8073
Modern Composite Sheets,9,Urban,Pune,0.8677
Asbestos Sheet,19,Rural,Sambalpur,0.7517
Stone Slabs,30,Rural,Sagar,0.7131
Tiled Roof,27,Rural,Bathinda,0.6896
Modern Composite Sheets,21,Urban,Bhopal,0.8503
Stone Slabs,48,Urban,Hyderabad,0.6982
Stone Slabs,29,Urban,Mumbai,0.7249
Metal Roofs,12,Urban,Bhopal,0.8831
Lime-Finished Roofs,25,Urban,Mumbai,0.6876
Asbestos Sheet,22,Rural,Bathinda,0.7676
Galvanized Iron Sheet,18,Rural,Bathinda,0.8321
Asbestos Sheet,38,Urban,Delhi,0.759
Lime-Finished Roofs,34,Rural,Hisar,0.6469
Galvanized Iron Sheet,42,Rural,Tezpur,0.86
Metal Roofs,20,Urban,Jaipur,0.8875
Galvanized Iron Sheet,9,Urban,Patna,0.8659
Ceramic Tiles,42,Urban,Ahmedabad,0.8197
Terracotta and Clay Tiles,39,Rural,Raichur,0.7793
Terracotta and Clay Tiles,19,Urban,Mumbai,0.7759
Tiled Roof,43,Urban,Jaipur,0.7142
Lime-Finished Roofs,24,Urban,Pune,0.6695
Ceramic Tiles,3,Urban,Delhi,0.8249
Metal Roofs,48,Urban,Delhi,0.8703
Terracotta and Clay Tiles,27,Rural,Sambalpur,0.798
Tiled Roof,17,Rural,Sambalpur,0.6989
Lime-Finished Roofs,23,Rural,Jaisalmer,0.6451
Terracotta and Clay Tiles,45,Urban,Jaipur,0.8105
Lime-Finished Roofs,39,Rural,Purnia,0.6388
Stone Slabs,38,Urban,Jaipur,0.7078
Metal Roofs,38,Urban,Delhi,0.876
Lime-Finished Roofs,9,Rural,Jaisalmer,0.6472
Concrete Roof,39,Rural,Purnia,0.6312
Stone Slabs,21,Urban,Bhopal,0.7146
Asbestos Sheet,5,Urban,Lucknow,0.7688
Modern Composite Sheets,26,Rural,Tezpur,0.8218
Ceramic Tiles,41,Rural,Anantapur,0.7934
Stone Slabs,6,Urban,Bhopal,0.7044
Stone Slabs,37,Urban,Hyderabad,0.7194
Lime-Finished Roofs,13,Urban,Chennai,0.6715
Modern Composite Sheets,1,Rural,Jaisalmer,0.8111
Stone Slabs,1,Urban,Mumbai,0.7239
Asbestos Sheet,12,Rural,Gorakhpur,0.7432
Lime-Finished Roofs,16,Urban,Jaipur,0.679
Concrete Roof,20,Urban,Lucknow,0.6663
Ceramic Tiles,30,Urban,Lucknow,0.7845
Lime-Finished Roofs,50,Urban,Bhopal,0.6666
Concrete Roof,4,Urban,Hyderabad,0.6683
Metal Roofs,38,Urban,Chennai,0.8923
Modern Composite Sheets,18,Urban,Ahmedabad,0.8352
Concrete Roof,11,Urban,Ahmedabad,0.6657
Asbestos Sheet,31,Urban,Mumbai,0.8022
Terracotta and Clay Tiles,41,Urban,Ahmedabad,0.7985
Tiled Roof,15,Urban,Hyderabad,0.7256
Terracotta and Clay Tiles,39,Urban,Delhi,0.8154
Lime-Finished Roofs,43,Rural,Bathinda,0.6452
Terracotta and Clay Tiles,45,Rural,Bathinda,0.7784
Galvanized Iron Sheet,4,Rural,Jaisalmer,0.8322
Modern Composite Sheets,11,Rural,Jaisalmer,0.8516
Ceramic Tiles,5,Rural,Jaisalmer,0.7841
Metal Roofs,38,Rural,Sambalpur,0.8333
Tiled Roof,27,Urban,Ahmedabad,0.7228
Ceramic Tiles,48,Rural,Shillong,0.7901
Terracotta and Clay Tiles,26,Urban,Pune,0.7871
Modern Composite Sheets,22,Urban,Delhi,0.8538
Asbestos Sheet,40,Rural,Anantapur,0.775
Concrete Roof,22,Urban,Chennai,0.6605
Stone Slabs,15,Rural,Raichur,0.6996
Terracotta and Clay Tiles,5,Rural,Jaisalmer,0.7817
Tiled Roof,28,Rural,Purnia,0.7125
Terracotta and Clay Tiles,15,Rural,Bathinda,0.7718
Stone Slabs,11,Urban,Chennai,0.7108
Terracotta and Clay Tiles,41,Urban,Pune,0.7979
Stone Slabs,13,Rural,Bathinda,0.7006
Modern Composite Sheets,41,Rural,Tezpur,0.8126
Lime-Finished Roofs,1,Urban,Chennai,0.6655
Concrete Roof,20,Urban,Jaipur,0.68
Tiled Roof,29,Rural,Hisar,0.6791
Lime-Finished Roofs,41,Urban,Pune,0.6562
Galvanized Iron Sheet,7,Rural,Jaisalmer,0.8254
Lime-Finished Roofs,46,Rural,Wardha,0.6676
Lime-Finished Roofs,18,Urban,Mumbai,0.6615
Metal Roofs,12,Rural,Sambalpur,0.8394
Tiled Roof,14,Rural,Bathinda,0.7024
Metal Roofs,20,Urban,Patna,0.8869
Metal Roofs,30,Urban,Bhopal,0.8871
Concrete Roof,6,Rural,Sambalpur,0.6479
Stone Slabs,42,Urban,Lucknow,0.7115
Lime-Finished Roofs,33,Rural,Jaisalmer,0.6512
Asbestos Sheet,15,Urban,Hyderabad,0.7552
Ceramic Tiles,49,Rural,Sagar,0.792
Ceramic Tiles,36,Rural,Raichur,0.7797
Tiled Roof,13,Rural,Wardha,0.7308
Ceramic Tiles,6,Rural,Tezpur,0.7914
Modern Composite Sheets,23,Rural,Gorakhpur,0.828
Tiled Roof,34,Urban,Patna,0.703
Tiled Roof,28,Urban,Jaipur,0.7231
Galvanized Iron Sheet,18,Urban,Hyderabad,0.8482
Galvanized Iron Sheet,32,Rural,Purnia,0.8566
Tiled Roof,1,Urban,Jaipur,0.7268
Metal Roofs,29,Rural,Anantapur,0.8161
Galvanized Iron Sheet,25,Urban,Mumbai,0.8849
Tiled Roof,33,Rural,Sambalpur,0.6842
Metal Roofs,12,Urban,Patna,0.8531
Ceramic Tiles,20,Urban,Hyderabad,0.8135
Stone Slabs,3,Rural,Hisar,0.7179
Terracotta and Clay Tiles,19,Rural,Jaisalmer,0.7981
Stone Slabs,42,Rural,Raichur,0.7064
Tiled Roof,50,Urban,Bhopal,0.7154
Terracotta and Clay Tiles,4,Urban,Mumbai,0.8185
Ceramic Tiles,23,Rural,Purnia,0.7747
Lime-Finished Roofs,18,Urban,Ahmedabad,0.669
Galvanized Iron Sheet,25,Rural,Raichur,0.853
Modern Composite Sheets,22,Rural,Hisar,0.8293
Galvanized Iron Sheet,47,Urban,Pune,0.8898
Metal Roofs,31,Rural,Anantapur,0.8524
Lime-Finished Roofs,48,Urban,Hyderabad,0.6678
Terracotta and Clay Tiles,44,Rural,Jaisalmer,0.7959
Stone Slabs,31,Rural,Raichur,0.6611
Lime-Finished Roofs,32,Urban,Chennai,0.6855
Concrete Roof,42,Rural,Hisar,0.6638
Modern Composite Sheets,8,Rural,Hisar,0.8384
Ceramic Tiles,25,Urban,Delhi,0.7894
Metal Roofs,25,Rural,Gorakhpur,0.8232
Metal Roofs,35,Rural,Purnia,0.8361
Lime-Finished Roofs,45,Urban,Kolkata,0.6831
Ceramic Tiles,18,Rural,Wardha,0.8091
Tiled Roof,7,Rural,Bathinda,0.7072
Modern Composite Sheets,39,Rural,Hisar,0.843
Terracotta and Clay Tiles,29,Urban,Ahmedabad,0.8148
Galvanized Iron Sheet,43,Rural,Sambalpur,0.8125
Asbestos Sheet,13,Urban,Jaipur,0.739
Metal Roofs,12,Rural,Hisar,0.855
Metal Roofs,22,Rural,Shillong,0.8384
Modern Composite Sheets,14,Urban,Bhopal,0.858
Modern Composite Sheets,49,Urban,Bhopal,0.8126
Modern Composite Sheets,13,Urban,Chennai,0.8564
Ceramic Tiles,36,Rural,Sambalpur,0.779
Ceramic Tiles,18,Rural,Bathinda,0.793
Lime-Finished Roofs,21,Rural,Sambalpur,0.6355
Terracotta and Clay Tiles,9,Urban,Bhopal,0.8589
Modern Composite Sheets,39,Urban,Pune,0.8417
Modern Composite Sheets,11,Rural,Purnia,0.8295
Stone Slabs,5,Rural,Wardha,0.6929
Modern Composite Sheets,29,Rural,Jaisalmer,0.8274
Stone Slabs,24,Rural,Jaisalmer,0.6948
Stone Slabs,45,Urban,Pune,0.7241
Galvanized Iron Sheet,43,Rural,Shillong,0.8547
Metal Roofs,30,Rural,Sagar,0.8701
Terracotta and Clay Tiles,10,Rural,Anantapur,0.7841
Lime-Finished Roofs,17,Rural,Anantapur,0.6746
Asbestos Sheet,31,Rural,Wardha,0.7448
Asbestos Sheet,33,Urban,Chennai,0.7285
Lime-Finished Roofs,43,Urban,Ahmedabad,0.6536
Galvanized Iron Sheet,35,Rural,Jaisalmer,0.864
Stone Slabs,40,Urban,Lucknow,0.7145
Modern Composite Sheets,6,Urban,Ahmedabad,0.8341
Terracotta and Clay Tiles,27,Rural,Hisar,0.7992
Galvanized Iron Sheet,31,Urban,Mumbai,0.8478
Galvanized Iron Sheet,14,Rural,Hisar,0.8491
Tiled Roof,21,Rural,Hisar,0.7145
Lime-Finished Roofs,8,Urban,Chennai,0.6709
Modern Composite Sheets,11,Rural,Gorakhpur,0.8256
Ceramic Tiles,12,Urban,Bengaluru,0.8363
Galvanized Iron Sheet,3,Urban,Kolkata,0.8579
Terracotta and Clay Tiles,48,Rural,Raichur,0.7866
Galvanized Iron Sheet,3,Urban,Jaipur,0.8601
Stone Slabs,30,Rural,Hisar,0.6916
Stone Slabs,38,Rural,Wardha,0.6722
Concrete Roof,16,Urban,Chennai,0.6883
Tiled Roof,29,Urban,Pune,0.7423
Metal Roofs,40,Rural,Wardha,0.8227
Stone Slabs,50,Rural,Purnia,0.7267
Asbestos Sheet,46,Rural,Jaisalmer,0.7385
Modern Composite Sheets,39,Rural,Purnia,0.8419
